#histogram type: discrete-time histogram
#service_time_per_customer
#(lowerBound+upperBound)/2 ; probability
0,5;0,6503890582384084
1,5;0,22528276913203915
2,5;0,08083988448580139
3,5;0,02927964062249318
4,5;0,00922509225092251
5,5;0,0030884004492218835
6,5;0,0010929728862506015
7,5;5,013637092892668E-4
8,5;1,6043638697256537E-4
9,5;9,024546767206802E-5
10,5;4,010909674314134E-5
11,5;1,0027274185785335E-5
12,5;0,0
13,5;0,0
14,5;0,0
15,5;0,0
16,5;0,0
17,5;0,0
18,5;0,0
19,5;0,0
20,5;0,0
21,5;0,0
22,5;0,0
23,5;0,0
24,5;0,0
25,5;0,0
26,5;0,0
27,5;0,0
28,5;0,0
29,5;0,0
30,5;0,0
31,5;0,0
32,5;0,0
33,5;0,0
34,5;0,0
35,5;0,0
36,5;0,0
37,5;0,0
38,5;0,0
39,5;0,0
40,5;0,0
41,5;0,0
42,5;0,0
43,5;0,0
44,5;0,0
45,5;0,0
46,5;0,0
47,5;0,0
48,5;0,0
49,5;0,0
50,5;0,0
51,5;0,0
52,5;0,0
53,5;0,0
54,5;0,0
55,5;0,0
56,5;0,0
57,5;0,0
58,5;0,0
59,5;0,0
60,5;0,0
61,5;0,0
62,5;0,0
63,5;0,0
64,5;0,0
65,5;0,0
66,5;0,0
67,5;0,0
68,5;0,0
69,5;0,0
70,5;0,0
71,5;0,0
72,5;0,0
73,5;0,0
74,5;0,0
75,5;0,0
76,5;0,0
77,5;0,0
78,5;0,0
79,5;0,0
