#histogram type: discrete-time histogram
#waiting_time_per_customer
#lowerBound ; upperBound ; relative frequency
0,0;1,0;0,09328373175036098
1,0;2,0;0,04196414246751163
2,0;3,0;0,04046005133964383
3,0;4,0;0,03654941440718755
4,0;5,0;0,03594777795604043
5,0;6,0;0,035847505214182576
6,0;7,0;0,03440357773142949
7,0;8,0;0,03284935023263276
8,0;9,0;0,031636050056152734
9,0;10,0;0,03040269533130114
10,0;11,0;0,030192122573399646
11,0;12,0;0,027946013155783732
12,0;13,0;0,026361703834429647
13,0;14,0;0,0242760308037863
14,0;15,0;0,022481148724530723
15,0;16,0;0,02210011230547088
16,0;17,0;0,0193526391785657
17,0;18,0;0,018821193646719078
18,0;19,0;0,018871330017648003
19,0;20,0;0,017878629873255253
20,0;21,0;0,018079175356970963
21,0;22,0;0,017597866196053264
22,0;23,0;0,016715466067704157
23,0;24,0;0,015281565859136852
24,0;25,0;0,016093775068185465
25,0;26,0;0,014539547569388737
26,0;27,0;0,01382761110219798
27,0;28,0;0,012544120006417456
28,0;29,0;0,011411038023423713
29,0;30,0;0,011250601636451148
30,0;31,0;0,010709128830418739
31,0;32,0;0,010488528798331462
32,0;33,0;0,009756537782769132
33,0;34,0;0,008884164928605809
34,0;35,0;0,007580619284453714
35,0;36,0;0,007440237445852719
36,0;37,0;0,007510428365153217
37,0;38,0;0,008081982993742982
38,0;39,0;0,007430210171666934
39,0;40,0;0,007119364671907589
40,0;41,0;0,0065177282207604685
41,0;42,0;0,006196855446815338
42,0;43,0;0,0056754371891545
43,0;44,0;0,005364591689395155
44,0;45,0;0,005535055350553505
45,0;46,0;0,00537461896358094
46,0;47,0;0,005103882560564736
47,0;48,0;0,005083828012193165
48,0;49,0;0,004291673351516124
49,0;50,0;0,0041713460612867
50,0;51,0;0,003910636932456281
51,0;52,0;0,0029480186106208887
52,0;53,0;0,0029680731589924593
53,0;54,0;0,003218755013637093
54,0;55,0;0,0035596823359537945
55,0;56,0;0,0034193004973527997
56,0;57,0;0,002927964062249318
57,0;58,0;0,0029981549815498157
58,0;59,0;0,0028878549655061768
59,0;60,0;0,0025268730948179046
60,0;61,0;0,0024867639980747634
61,0;62,0;0,002115754853200706
62,0;63,0;0,0019452911920423551
63,0;64,0;0,00208567303064335
64,0;65,0;0,0019452911920423551
65,0;66,0;0,0022461094176159154
66,0;67,0;0,0015943365955398685
67,0;68,0;0,0015642547729825124
68,0;69,0;0,001674554789026151
69,0;70,0;0,0015141184020535858
70,0;71,0;0,0016043638697256538
71,0;72,0;0,0016946093373977219
72,0;73,0;0,0018650729985560724
73,0;74,0;0,0016845820632119366
74,0;75,0;0,0014940638536820152
75,0;76,0;0,0015442002246109417
76,0;77,0;0,0016344456922830098
77,0;78,0;0,0013937911118241618
78,0;79,0;0,0010929728862506015
79,0;80,0;0,008172228461415049
